PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
3463,Agriculture,Protect your millet from coffee berry disease by monitoring fields weekly.,Linda wimbi yako dhidi ya ugonjwa wa chungu wa kahawa kwa kufuatilia mashamba kila wiki.,,Rik ngano mari mondo kik oyud tuoche mag berry mag kahawa kuom luwo puothe juma ka juma.,
3464,Agriculture,Combine using certified seeds with proper spacing to boost your millet yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya wimbi.,,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mari mar ngano.,
3465,Agriculture,Farmers growing tea are advised to watch out for termites this season.,Wakulima wanaolima chai washauriwa kuchunga mchwa msimu huu.,,Jopur ma pidho chai ipuonjogi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3466,Agriculture,Protect your cotton from fungal blight by using certified seeds.,Linda pamba yako dhidi ya ugonjwa wa fangasi kwa kutumia mbegu zilizothibitishwa.,,Riek pamba mari mondo kik oyud tuoche mag fungi kuom tiyo kod kodhi ma nigi oboke ma nyiso ni en adier.,
3467,Agriculture,Ask your extension officer for guidance on greenhouse farming before the next planting season.,Muulize afisa ugani kuhusu kilimo cha nyumba za kijani kabla ya msimu ujao wa kupanda.,,Kwa apisa mari ma rito gik moko mondo omiyi yore mag pur e ot ma nigi lum kapok kinde mar pidho mabiro ochopo.,
3468,Agriculture,Keep your donkeys healthy by monitoring for signs of lumpy skin disease.,Weka punda wako na afya kwa kuchunguza dalili za ugonjwa wa ngozi ya uvimbe.,,Ket punda mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag del ma lumpy.,
3469,Agriculture,Vaccinate your cattle against African swine fever before the rainy season.,Chanja ng'ombe yako dhidi ya homa ya nguruwe ya Afrika kabla ya msimu wa mvua.,,Chiw ne dhiang'i chanjo mar tuo mar ng'ombe ma Afrika kapok kinde koth ochopo.,
3470,Agriculture,Don't ignore unusual crop wilting on your farm — early action prevents bigger losses.,Usipuuze kunyauka kwa ajabu kwa mazao shambani mwako — hatua za mapema huzuia hasara kubwa.,,Okidwar weyo ng'injo ma ok ng'iyore mar cham e puodhi mari — timo gik mapiyo geng'o ketho madongo.,
3471,Agriculture,Protect your beans from fungal blight by rotating crops.,Linda maharagwe yako dhidi ya ugonjwa wa fangasi kwa kubadilisha mazao.,,Riek ng'injo mari mondo kik oyud tuoche mag fungi kuom loko cham ma ipidho.,
3472,Agriculture,Vaccinate your dairy cows against anthrax before the rainy season.,Chanja ng'ombe wa maziwa yako dhidi ya kimeta kabla ya msimu wa mvua.,,Chik ne dhiang' magi ma nigi cak chanjo mar geng'o tuo mar anthrax kapok kinde koth ochopo.,
3473,Agriculture,Keep your sheep healthy by monitoring for signs of anthrax.,Weka kondoo wako na afya kwa kuchunguza dalili za kimeta.,,Ket rombe mari obed gi ngima maber kuom luwo ranyisi mag tuo mar anthrax.,
3474,Agriculture,Combine planting drought-resistant varieties with proper spacing to boost your rice yield.,Changanya kupanda aina zinazostahimili ukame na nafasi sahihi ili kuongeza mavuno ya mchele.,,Riw pidho yien ma ok nyal geng'o oro kod thuolo mowinjore mondo omed chak mari mar ngano.,
3475,Agriculture,The livestock insurance scheme is now open — visit your county office to apply.,mpango wa bima ya mifugo sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,Okang' mar insurans mar le koro oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3476,Agriculture,Protect your sunflower from fungal blight by planting drought-resistant varieties.,Linda alizeti yako dhidi ya ugonjwa wa fangasi kwa kupanda aina zinazostahimili ukame.,,Riek maua mari mar chieng' kuom pidho yien ma ok nyal geng'o oro.,
3477,Agriculture,Protect your sorghum from fall armyworm by rotating crops.,Linda mtama yako dhidi ya funza jeshi kwa kubadilisha mazao.,,Rik cham mari mondo kik oyud winyo ma ng'ato nyalo yudo kuom loko cham.,
3478,Agriculture,Vaccinate your goats against Newcastle disease before the rainy season.,Chanja mbuzi yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,,Chiw dier mari chanjo mar tuo mar Newcastle kapok kinde koth ochopo.,
3479,Agriculture,Protect your rice from locusts by planting drought-resistant varieties.,Linda mchele yako dhidi ya nzige kwa kupanda aina zinazostahimili ukame.,,Rit mzabibu mari kuom winyo kuom pidho kit mzabibu ma ok nyal geng'o oro.,
3480,Agriculture,Farmers are reminded that farm record keeping training sessions are held monthly at the county office.,Wakulima wakumbushwa kuwa vipindi vya mafunzo ya uhifadhi wa kumbukumbu za shamba hufanyika kila mwezi katika ofisi ya kaunti.,,Jopur iparo ni puonjruok mag rito rekod mag puodho itimo dwe ka dwe e ofis mar kaunti.,
3481,Agriculture,Ask your extension officer for guidance on climate-smart farming before the next planting season.,Muulize afisa ugani kuhusu kilimo hai cha tabianchi kabla ya msimu ujao wa kupanda.,,Kwa apisa mari ma rito gik moko mondo omiyi yore mag pur ma rito piny kapok kinde mar pidho mabiro ochopo.,
3482,Agriculture,Farmers growing sugarcane are advised to watch out for aphids this season.,Wakulima wanaolima miwa washauriwa kuchunga vidukari msimu huu.,,Jopur ma pidho mzabibu ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,
3483,Agriculture,Combine monitoring fields weekly with proper spacing to boost your sunflower yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya alizeti.,,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo imed cham mar maua chieng'.,
3484,Agriculture,Protect your cassava from drought by spacing plants correctly.,Linda muhogo yako dhidi ya ukame kwa kuweka nafasi sahihi za mimea.,,Rit mzabibu mari mondo kik obed gi oro kuom keto yien e kindgi e yo makare.,
3485,Agriculture,Vaccinate your dairy cows against Newcastle disease before the rainy season.,Chanja ng'ombe wa maziwa yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,,Chiw chanjo ne dhiang' mari mamiyo cak mar geng'o tuo mar Newcastle kapok kinde koth ochopo.,
3486,Agriculture,Keep your goats healthy by monitoring for signs of foot-and-mouth disease.,Weka mbuzi wako na afya kwa kuchunguza dalili za ugonjwa wa miguu na midomo.,,Ket dier mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag tielo kod dhok.,
3487,Agriculture,Farmers growing beans are advised to watch out for coffee berry disease this season.,Wakulima wanaolima maharagwe washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,,Jopur mapidho olemb ng'ombe ipuonjo mondo oritgi tuoche mag berry mag kahawa e kindeni.,
3488,Agriculture,Farmers growing sorghum are advised to watch out for fungal blight this season.,Wakulima wanaolima mtama washauriwa kuchunga ugonjwa wa fangasi msimu huu.,,Jopur mapidho ngano omiye rieko mondo kik giyud midhiero mag fungi e kindeni.,
3489,Agriculture,Combine applying organic manure with proper spacing to boost your beans yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya maharagwe.,,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mar beans mari.,
3490,Agriculture,Keep your sheep healthy by monitoring for signs of Newcastle disease.,Weka kondoo wako na afya kwa kuchunguza dalili za ugonjwa wa mdondo.,,Ket rombe magi obed mangima kuom luwo ranyisi mag tuo mar Newcastle.,
3491,Agriculture,Vaccinate your rabbits against foot-and-mouth disease before the rainy season.,Chanja sungura yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,,Chiw ne winyo mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,
3492,Agriculture,Protect your groundnuts from termites by spacing plants correctly.,Linda karanga yako dhidi ya mchwa kwa kuweka nafasi sahihi za mimea.,,Rit njugu mari mondo kik oyud winyo kuom keto yien e kindgi e yo makare.,
3493,Agriculture,Combine using certified seeds with proper spacing to boost your bananas yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya ndizi.,,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed ng'injo mari mar banana.,
3494,Agriculture,Vaccinate your donkeys against mastitis before the rainy season.,Chanja punda yako dhidi ya maambukizi ya kiwele kabla ya msimu wa mvua.,,Inyalo keto ng'ombe mari chanjo mar geng'o tuo mar master kapok kinde koth ochopo.,
3495,Agriculture,Combine applying organic manure with proper spacing to boost your kale yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya sukuma wiki.,,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mari mar kale.,
3496,Agriculture,Combine using certified seeds with proper spacing to boost your tea yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya chai.,,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mari mar chai.,
3497,Agriculture,Protect your sorghum from drought by rotating crops.,Linda mtama yako dhidi ya ukame kwa kubadilisha mazao.,,Rit ng'injo mari mondo kik oyud oro kuom loko cham ma ipidho.,
3498,Agriculture,The cane farmers bonus scheme is now open — visit your county office to apply.,mpango wa bonasi ya wakulima wa miwa sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,Okang' mar bonus mar jopur mag mzabibu koro oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3499,Agriculture,Protect your maize from aphids by mulching early.,Linda mahindi yako dhidi ya vidukari kwa kufunika udongo mapema.,,Rit cham mari mondo kik oyud aphids kuom ng'ado lum mapiyo.,
3500,Agriculture,Combine mulching early with proper spacing to boost your onions yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya vitunguu.,,Riw mulching mapiyo kod keto thuolo mowinjore mondo omed ng'eny mar otungu mari.,
3501,Agriculture,Farmers growing coffee are advised to watch out for locusts this season.,Wakulima wanaolima kahawa washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho kahawa ipuonjogi mondo gibed gi ritruok kuom winyo mabiro e kindeni.,
3502,Agriculture,Farmers growing kale are advised to watch out for drought this season.,Wakulima wanaolima sukuma wiki washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho kale opuonjogi mondo gibed gi ritruok kuom oro e kindeni.,
3503,Agriculture,Farmers growing beans are advised to watch out for termites this season.,Wakulima wanaolima maharagwe washauriwa kuchunga mchwa msimu huu.,,Jopur ma pidho beans opuonjogi mondo gibed gi ritruok kuom winyo ma ng'ato nyalo ng'ado e kindeni.,
3504,Agriculture,Farmers growing groundnuts are advised to watch out for fall armyworm this season.,Wakulima wanaolima karanga washauriwa kuchunga funza jeshi msimu huu.,,Jopur ma pidho njugu mag lowo ipuonjogi mondo gibed gi ritruok kuom winyo ma nyalo ketho piny e kindeni.,
3505,Agriculture,Farmers growing groundnuts are advised to watch out for locusts this season.,Wakulima wanaolima karanga washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho njugu mag lowo opuonjgi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3506,Agriculture,Protect your millet from flooding by rotating crops.,Linda wimbi yako dhidi ya mafuriko kwa kubadilisha mazao.,,Rit mzabibu mari mondo kik opong' gi pi kuom loko cham.,
3507,Agriculture,Keep your dairy cows healthy by monitoring for signs of brucellosis.,Weka ng'ombe wa maziwa wako na afya kwa kuchunguza dalili za brusela.,,Ket dhiang' mari mamiyo chak obed gi ngima maber kuom luwo ranyisi mag tuo mar bruselosi.,
3508,Agriculture,Vaccinate your poultry against rabies before the rainy season.,Chanja kuku yako dhidi ya kichaa cha mbwa kabla ya msimu wa mvua.,,Chiw ne winy mari chanjo mar geng'o tuo mar rabies kapok kinde koth ochopo.,
3509,Agriculture,Farmers growing cotton are advised to watch out for coffee berry disease this season.,Wakulima wanaolima pamba washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,,Jopur mapur pamba ipuonjo mondo orit tuoche mag berry mag kahawa e kindeni.,
3510,Agriculture,Keep your donkeys healthy by monitoring for signs of brucellosis.,Weka punda wako na afya kwa kuchunguza dalili za brusela.,,Ket punda mari obed gi ngima maber kuom luwo ranyisi mag tuo mar bruselosis.,
3511,Agriculture,Keep your donkeys healthy by monitoring for signs of African swine fever.,Weka punda wako na afya kwa kuchunguza dalili za homa ya nguruwe ya Afrika.,,Ket punda magi obed gi ngima maber kuom luwo ranyisi mag liet mar anguro ma Afrika.,
3512,Agriculture,Vaccinate your poultry against anthrax before the rainy season.,Chanja kuku yako dhidi ya kimeta kabla ya msimu wa mvua.,,Chiw ne winy mari chanjo mar geng'o tuo mar anthrax kapok kinde koth ochopo.,
3513,Agriculture,Farmers growing tea are advised to watch out for flooding this season.,Wakulima wanaolima chai washauriwa kuchunga mafuriko msimu huu.,,Jopur ma pidho chai ipuonjogi mondo gibed gi ritruok kuom pi ma pong'o piny e kindeni.,
3514,Agriculture,Combine mulching early with proper spacing to boost your kale yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya sukuma wiki.,,Kod ng'ado lum mapiyo ka itiyo gi thuolo mowinjore mondo imed ng'iewo kale mari.,
3515,Agriculture,Protect your cassava from termites by rotating crops.,Linda muhogo yako dhidi ya mchwa kwa kubadilisha mazao.,,Rit mzabibu mari mondo kik oyud winyo kuom loko cham ma ipidho.,
3516,Agriculture,Protect your tomatoes from maize streak virus by using certified seeds.,Linda nyanya yako dhidi ya virusi vya mistari ya mahindi kwa kutumia mbegu zilizothibitishwa.,,Rik nyanya mari kuom midhusi mar ng'injo mar ngano kuom tiyo kod kodhi ma nigi oboke mar ng'eyo.,
3517,Agriculture,Vaccinate your pigs against African swine fever before the rainy season.,Chanja nguruwe yako dhidi ya homa ya nguruwe ya Afrika kabla ya msimu wa mvua.,,Chiw ng'ombe mari chanjo mar tuo mar ng'ombe ma Afrika kapok kinde koth ochopo.,
3518,Agriculture,Combine applying recommended pesticide with proper spacing to boost your sorghum yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya mtama.,,Riw tiyo gi yath ma ji dwaro ni otigodo kod keto thuolo mowinjore mondo omed cham mar ngano.,
3519,Agriculture,The young farmers digital registration drive is now open — visit your county office to apply.,zoezi la usajili wa kidijitali wa wakulima vijana sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,<2Zepa> Okang' mar ndiko nying' jopur matindo e yor dijital sani oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3520,Agriculture,Combine rotating crops with proper spacing to boost your onions yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya vitunguu.,,Riw cham ma ilokore gi thuolo mowinjore mondo omed cham mar otungu mari.,
3521,Agriculture,Combine mulching early with proper spacing to boost your wheat yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya ngano.,,Riw ng'ado lum mapiyo ka itiyo gi thuolo mowinjore mondo imed ng'iewo ngano mari.,
3522,Agriculture,Visit your nearest agricultural office to learn about climate-smart farming.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu kilimo hai cha tabianchi.,,Dhi e apis mar pur man machiegni kodi mondo ing'e weche mag pur ma luwo chal mar kor lwasi.,
3523,Agriculture,Keep your poultry healthy by monitoring for signs of brucellosis.,Weka kuku wako na afya kwa kuchunguza dalili za brusela.,,Ket winy mari obed gi ngima maber kuom luwo ranyisi mag tuo mar bruselosis.,
3524,Agriculture,Protect your rice from drought by rotating crops.,Linda mchele yako dhidi ya ukame kwa kubadilisha mazao.,,Rit mzabibu mari mondo kik obed gi oro kuom loko cham ma ipidho.,
3525,Agriculture,Combine applying organic manure with proper spacing to boost your wheat yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya ngano.,,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mar ngano mari.,
3526,Agriculture,Farmers growing tomatoes are advised to watch out for flooding this season.,Wakulima wanaolima nyanya washauriwa kuchunga mafuriko msimu huu.,,Jopur ma pidho nyanya ipuonjogi mondo gibed gi ritruok kuom pi ma pong'o piny e kindeni.,
3527,Agriculture,Vaccinate your dairy cows against brucellosis before the rainy season.,Chanja ng'ombe wa maziwa yako dhidi ya brusela kabla ya msimu wa mvua.,,Chik ne dhiang' magi ma nigi cak chanjo mar geng'o tuo mar bruselosis kapok kinde koth ochopo.,
3528,Agriculture,Combine using certified seeds with proper spacing to boost your sorghum yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya mtama.,,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mari mar ngano.,
3529,Agriculture,Farmers growing tomatoes are advised to watch out for drought this season.,Wakulima wanaolima nyanya washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho nyanya ipuonjogi mondo gibed gi ritruok kuom oro e kindeni.,
