PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
7297,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the national school feeding programme supporting learners in public primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e04+e05+e10,grounded_generated
7298,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, free primary and free day secondary education policy in public schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e04+e06+e07,grounded_generated
7299,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, free primary and free day secondary education policy in public schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e04+e06+e08,grounded_generated
7300,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, free primary and free day secondary education policy in public schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e04+e06+e09,grounded_generated
7301,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, free primary and free day secondary education policy in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e04+e06+e10,grounded_generated
7302,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the Digital Literacy Programme providing learning devices to primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e04+e07+e08,grounded_generated
7303,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the Digital Literacy Programme providing learning devices to primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e04+e07+e09,grounded_generated
7304,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the Digital Literacy Programme providing learning devices to primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na uajiri wa walimu wa TSC kwa shule za umma.",,e04+e07+e10,grounded_generated
7305,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e04+e08+e09,grounded_generated
7306,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na uajiri wa walimu wa TSC kwa shule za umma.",,e04+e08+e10,grounded_generated
7307,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, special needs and inclusive education support units in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, vitengo vya elimu maalum na jumuishi katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e04+e09+e10,grounded_generated
7308,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, free primary and free day secondary education policy in public schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e05+e06+e07,grounded_generated
7309,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, free primary and free day secondary education policy in public schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e05+e06+e08,grounded_generated
7310,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, free primary and free day secondary education policy in public schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e05+e06+e09,grounded_generated
7311,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, free primary and free day secondary education policy in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e05+e06+e10,grounded_generated
7312,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, the Digital Literacy Programme providing learning devices to primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e05+e07+e08,grounded_generated
7313,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, the Digital Literacy Programme providing learning devices to primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e05+e07+e09,grounded_generated
7314,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, the Digital Literacy Programme providing learning devices to primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na uajiri wa walimu wa TSC kwa shule za umma.",,e05+e07+e10,grounded_generated
7315,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e05+e08+e09,grounded_generated
7316,Education,General,"This quarter's briefing highlights the national school feeding programme supporting learners in public primary schools, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na uajiri wa walimu wa TSC kwa shule za umma.",,e05+e08+e10,grounded_generated
