PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
4541,Security & Safety,General,Follow boat and lake safety rules to keep your community safe during the festive season.,Fuata kanuni za usalama wa mashua na ziwa kuweka jamii yako salama wakati wa msimu wa sherehe.,Luri gi chike mag arita mag yie kod nam mondo orit jodak mari e kinde mag nyasi.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4542,Security & Safety,General,"In light of recent a road accident cases, residents are reminded to follow boat and lake safety rules.","Kutokana na visa vya hivi karibuni vya ajali ya barabarani, wakazi wanakumbushwa kufuata kanuni za usalama wa mashua na ziwa.","Kaluwore gi weche ma osetimore machiegni mag masira mag ndara, iparo ne jodak mondo oluw chike mag rito yie kod nam.",krcs,10/07/2026,https://redcross.or.ke/service/public-health-emergencies/
4543,Security & Safety,General,Anyone who witnesses child abuse during disease outbreaks should alert authorities immediately.,Yeyote anayeshuhudia unyanyasaji wa watoto wakati wa milipuko ya magonjwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka itimo ne nyathi timbe mag anjao e kinde ma tuoche opong’o piny, onego onyis jotelo mapiyo.",nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4544,Security & Safety,General,Anyone who witnesses vandalism of public property during road accident emergencies should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa dharura za ajali za barabarani anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ketho mwandu mag piny e kinde ma masira mag ndara timore mapiyo, onego onyis jotelo mapiyo.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4545,Security & Safety,General,Communities facing building collapse risk should follow crowd safety measures issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata hatua za usalama wa umati zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi luoro mar ketruok mar udi onego oluw okenge mag arita mag oganda ma ogol gi jokanyo mag masira mag kaunti.,krcs,10/07/2026,https://redcross.or.ke/
4546,Security & Safety,General,"During severe weather events, always keep emergency contacts on hand in case of flooding.","Wakati wa matukio makali ya hali ya hewa, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde ma piny bedo matek ahinya, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong’o piny.",nacada,10/07/2026,https://nacada.go.ke/news
4547,Security & Safety,General,Communities facing fire outbreaks should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya moto zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi midhiero mag mach onego oluw yore mag arita mag mach ma ogol gi riwruoge mag masira mag kaunti.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4548,Security & Safety,General,Residents are urged to report vandalism of public property through the county emergency hotline.,Wakazi wanahimizwa kuripoti uharibifu wa mali ya umma kupitia laini ya dharura ya kaunti.,Jodak ikwayo mondo ondiki ripot mar ketho mwandu mag piny kokalo kuom namba mar ng’ado bura mapiyo.,krcs,10/07/2026,https://redcross.or.ke/programmes/health/
4549,Security & Safety,General,"In light of recent human trafficking cases, residents are reminded to follow school safety protocols.","Kutokana na visa vya hivi karibuni vya usafirishaji haramu wa binadamu, wakazi wanakumbushwa kufuata kanuni za usalama shuleni.","Kaluwore gi kes mag ng’iewo dhano ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita mag skul.",nacada,10/07/2026,https://nacada.go.ke/publications
4550,Security & Safety,General,"During severe weather events, always keep emergency contacts on hand in case of landslides.","Wakati wa matukio makali ya hali ya hewa, weka nambari za dharura karibu endapo kutakuwa na maporomoko ya ardhi.","E kinde ma piny bedo matek ahinya, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka piny otur.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4551,Security & Safety,General,Anyone who witnesses theft during road accident emergencies should alert authorities immediately.,Yeyote anayeshuhudia wizi wakati wa dharura za ajali za barabarani anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno kuo e kinde ma masira mag ndara timore mapiyo, onego onyis jotelo mapiyo.",krcs,10/07/2026,https://redcross.or.ke/publications/
4552,Security & Safety,General,Stay informed on flooding risk and follow road safety guidelines to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya mafuriko na ufuate miongozo ya usalama barabarani kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro mar pi ma pong’o piny kendo luwo chike mag rito yore mondo orit joodu obed gi arita maber.,nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4553,Security & Safety,General,The National Disaster Operations Centre has issued an update on severe weather warnings.,Kituo cha Kitaifa cha Uendeshaji wa Maafa kimetoa taarifa kuhusu tahadhari za hali mbaya ya hewa.,Ofis mar piny mangima ma rito masira osegolo wach manyien kuom siem mag yamo mager.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4554,Security & Safety,General,Prepare an emergency kit in case of drought in your area.,Andaa vifaa vya dharura endapo kutakuwa na ukame eneo lako.,Inyalo loso gik ma inyalo tiyogo mapiyo ka ng’ato otho e alworau.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4555,Security & Safety,General,Communities facing lightning strikes should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na mapigo ya radi zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo masira mag mil polo onego oluw chike mag arita mag yore ma ogol gi jotelo mag masira mag kaunti.,nacada,10/07/2026,https://nacada.go.ke/
4556,Security & Safety,General,Report any armed robbery to the nearest police station immediately.,Ripoti unyang'anyi wa kutumia silaha yoyote kwa kituo cha polisi cha karibu mara moja.,Chiw ripot mar kuo moro amora ma itimo gi gik lweny e ofis mar polisi man machiegni mapiyo.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4557,Security & Safety,General,The National Disaster Operations Centre has issued an update on flooding risk.,Kituo cha Kitaifa cha Uendeshaji wa Maafa kimetoa taarifa kuhusu hatari ya mafuriko.,Ofis mar piny mangima ma rito masira osegolo wach manyien kuom gik ma nyalo kelo masira.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4558,Security & Safety,General,Prepare an emergency kit in case of landslides in your area.,Andaa vifaa vya dharura endapo kutakuwa na maporomoko ya ardhi eneo lako.,Inyalo loso gik ma itiyogo e kinde mag masira ka piny otur e alworau.,nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4559,Security & Safety,General,Anyone who witnesses suspicious activity during fire disasters should alert authorities immediately.,Yeyote anayeshuhudia shughuli za kutiliwa shaka wakati wa majanga ya moto anapaswa kuarifu mamlaka mara moja.,Ng'at ang'ata maneno gik ma ji nyalo bedo gi kiawa e kinde masira mag mach owinjore onyis jotelo mapiyo.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4560,Security & Safety,General,Anyone who witnesses human trafficking during severe weather events should alert authorities immediately.,Yeyote anayeshuhudia usafirishaji haramu wa binadamu wakati wa matukio makali ya hali ya hewa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji uso dhano e kinde ma piny bedo mager ahinya, onego onyis jotelo mapiyo.",krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Strategic%20Plan
4561,Security & Safety,General,Communities facing landslides should follow workplace safety standards issued by county disaster teams.,Jamii zinazokabiliwa na maporomoko ya ardhi zinapaswa kufuata viwango vya usalama mahali pa kazi zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo masira mag lowo onego oluw chike mag arita mag kar tich ma ogol gi riwruoge mag masira mag kaunti.,nacada,10/07/2026,https://nacada.go.ke/news
4562,Security & Safety,General,"In light of recent theft cases, residents are reminded to follow curfew regulations.","Kutokana na visa vya hivi karibuni vya wizi, wakazi wanakumbushwa kufuata kanuni za amri ya kutotoka nje.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw chike mag kafiu.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4563,Security & Safety,General,Stay informed on severe weather warnings and follow curfew regulations to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za hali mbaya ya hewa na ufuate kanuni za amri ya kutotoka nje kuweka familia yako salama.,Bed gi ng'eyo kuom siem mag yamo mager kendo luwo chike mag kafiu mondo orit joodu maber.,krcs,10/07/2026,https://redcross.or.ke/service/public-health-emergencies/
4564,Security & Safety,General,Stay informed on disease outbreak alerts and follow fire safety precautions to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za milipuko ya magonjwa na ufuate tahadhari za usalama wa moto kuweka familia yako salama.,Bed gi ng'eyo matut kuom weche mag tuoche kendo luwo okenge mag arita mag mach mondo orit joodu maber.,nacada,10/07/2026,https://nacada.go.ke/publications
4565,Security & Safety,General,Anyone who witnesses a road accident during mass gatherings should alert authorities immediately.,Yeyote anayeshuhudia ajali ya barabarani wakati wa mikusanyiko mikubwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno masira mar ndara e kinde ma ji mang’eny chokore, onego onyis jotelo mapiyo.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4566,Security & Safety,General,"In light of recent cybercrime cases, residents are reminded to follow fire safety precautions.","Kutokana na visa vya hivi karibuni vya uhalifu wa mtandaoni, wakazi wanakumbushwa kufuata tahadhari za usalama wa moto.","Kaluwore gi kes mag ketho mag mbui ma osetimore machiegni, iparo ne jodak mondo oluw yore mag geng’o mach.",krcs,10/07/2026,https://redcross.or.ke/
4567,Security & Safety,General,Report any a road accident to the nearest police station immediately.,Ripoti ajali ya barabarani yoyote kwa kituo cha polisi cha karibu mara moja.,"Ka ng’ato otimo masira moro amora e yo, ng’adne polisi man machiegni mapiyo.",nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4568,Security & Safety,General,Contact the Kenya Red Cross for assistance during flooding emergencies.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa dharura za mafuriko.,Tudri kod Red Cross mar Kenya mondo iyud kony e seche ma pi opong'o piny.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4569,Security & Safety,General,Stay informed on disease outbreak alerts and follow workplace safety standards to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za milipuko ya magonjwa na ufuate viwango vya usalama mahali pa kazi kuweka familia yako salama.,Bed gi ng'eyo kuom gik ma nyalo kelo tuoche kendo luwo chike mag arita mag kar tich mondo orit joodu maber.,krcs,10/07/2026,https://redcross.or.ke/programmes/health/
4570,Security & Safety,General,Emergency responders are on standby to assist during mass gatherings.,Wahudumu wa dharura wako tayari kusaidia wakati wa mikusanyiko mikubwa.,Jogo ma konyo e kinde mag masira gin gi gombo mar konyo e kinde ma ji mang’eny chokoree.,nacada,10/07/2026,https://nacada.go.ke/
4571,Security & Safety,General,Motorists and pedestrians alike must observe workplace safety standards at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia viwango vya usalama mahali pa kazi wakati wote.,Joma riembo gari kod joma wuotho ​​gi tiendgi nyaka luwo chike mag arita e kar tich kinde duto.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4572,Security & Safety,General,Communities facing drought should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na ukame zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi oro onego oluw chike mag arita mag yie kod nam ma ogol gi jokanyo mag kaunti mag masira.,krcs,10/07/2026,https://redcross.or.ke/publications/
4573,Security & Safety,General,Motorists and pedestrians alike must observe boat and lake safety rules at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia kanuni za usalama wa mashua na ziwa wakati wote.,Joma riembo nyamburko kod joma wuotho ​​gi tiendgi nyaka luwo chike mag rito yie kod nam kinde duto.,nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4574,Security & Safety,General,"During displacement crises, always keep emergency contacts on hand in case of water contamination.","Wakati wa migogoro ya kuhamishwa, weka nambari za dharura karibu endapo kutakuwa na uchafuzi wa maji.","E kinde mag masira mag weyo udi, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi osekethore.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4575,Security & Safety,General,Prepare an emergency kit in case of lightning strikes in your area.,Andaa vifaa vya dharura endapo kutakuwa na mapigo ya radi eneo lako.,Inyalo loso gik ma inyalo tiyogo mapiyo ka mil polo omako e alworau.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4576,Security & Safety,General,Anyone who witnesses child abuse during road accident emergencies should alert authorities immediately.,Yeyote anayeshuhudia unyanyasaji wa watoto wakati wa dharura za ajali za barabarani anapaswa kuarifu mamlaka mara moja.,"Ng'at ang'ata maneno ka nyathi otimnegi timbe mag anjao e kinde ma masira mag ndara timore mapiyo, onego onyis jotelo mapiyo.",nacada,10/07/2026,https://nacada.go.ke/news
4577,Security & Safety,General,Communities facing water contamination should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na uchafuzi wa maji zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi chilo mag pi onego oluw yore mag arita mar mach ma ogol gi jokanyo mag kaunti mag masira.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4578,Security & Safety,General,Communities facing flooding should follow public transport safety rules issued by county disaster teams.,Jamii zinazokabiliwa na mafuriko zinapaswa kufuata kanuni za usalama wa usafiri wa umma zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi pi ma pong'o piny onego oluw chike mag arita mag wuoth ma ji duto ogolo gi riwruoge mag masira mag kaunti.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4579,Security & Safety,General,Stay informed on landslide risk and follow workplace safety standards to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya maporomoko ya ardhi na ufuate viwango vya usalama mahali pa kazi kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo hinyruok e piny kendo luwo chike mag arita e kar tich mondo orit joodu obed gi arita.,nacada,10/07/2026,https://nacada.go.ke/publications
